infant1,infant2,sample1,sample2,NCBI_sample_code1,NCBI_sample_code2,column_distance_on_plate,physical_distance_on_plate,sample_pairs_v1,sample_pairs_v2,infant_pairs,sibling,name,popANI,percent_compared,conANI,coverage_overlap,completeness,contamination,strain_heterogeneity,compared_bases_count,consensus_SNPs,population_SNPs,genome,phylum,genus,species,name1,name2,plate_loc1,plate_loc2
#58,#63,#58D72,#63D61,L3_058_072G1,L3_063_061G1,3.0,3.0,#58D72-vs-#63D61,#63D61-vs-#58D72,#58-vs-#63,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,1.0,0.9931173001732506,0.999710941062213,0.9992404214944436,98.75,0.08,0.0,4134105,1195,0,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,P3,P3
#58,#63,#58D72,#63D61,L3_058_072G1,L3_063_061G1,3.0,3.0,#58D72-vs-#63D61,#63D61-vs-#58D72,#58-vs-#63,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999965592700149,0.865394334190969,0.9979877985458848,0.969024245295322,99.98,0.0,0.0,3196996,6433,11,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D15,L3_058_072G1,L3_069_015G1,5.0,5.385164807134504,#58D72-vs-#69D15,#69D15-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999987891023082,0.9919313070475424,0.9997677498227244,0.998802818018656,98.75,0.08,0.0,4129168,959,5,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_015G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D24,L3_058_072G1,L3_069_024G1,5.0,5.0990195135927845,#58D72-vs-#69D24,#69D24-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999990319420404,0.9926077819598362,0.9997369302494878,0.9993865386481022,98.75,0.08,0.0,4131984,1087,4,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_024G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D33,L3_058_072G1,L3_069_033G1,5.0,5.0,#58D72-vs-#69D33,#69D33-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999978209387927,0.9921837840123228,0.9997421444238188,0.9989945164429844,98.75,0.08,0.0,4130219,1065,9,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_033G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D36,L3_058_072G1,L3_069_036G1,5.0,5.0990195135927845,#58D72-vs-#69D36,#69D36-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999983054806808,0.9923629922099686,0.999747032473042,0.99881337776355,98.75,0.08,0.0,4130965,1045,7,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_036G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D49,L3_058_072G1,L3_069_049G1,5.0,5.385164807134504,#58D72-vs-#69D49,#69D49-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999987906045452,0.9931634234627252,0.9997036981136092,0.9990219134907364,98.75,0.08,0.0,4134297,1225,5,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_049G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D51,L3_058_072G1,L3_069_051G1,6.0,7.810249675906654,#58D72-vs-#69D51,#69D51-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.999997823282461,0.993252066659684,0.9996935665420134,0.9988512380514348,98.75,0.08,0.0,4134666,1267,9,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_051G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D61,L3_058_072G1,L3_069_061G1,6.0,7.211102550927978,#58D72-vs-#69D61,#69D61-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.999998306864383,0.9931739933832298,0.9996906399351192,0.99886701379475,98.75,0.08,0.0,4134341,1279,7,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_061G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D73,L3_058_072G1,L3_069_073G1,6.0,6.708203932499369,#58D72-vs-#69D73,#69D73-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.999997096260419,0.9927562412978324,0.9997422931121844,0.9990786967095184,98.75,0.08,0.0,4132602,1065,12,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_073G1.shrink.sort.bam,P3,P3
#58,#69,#58D72,#69D115,L3_058_072G1,L3_069_115G1,6.0,6.324555320336759,#58D72-vs-#69D115,#69D115-vs-#58D72,#58-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999902545986112,0.9860054252519244,0.9996545255207698,0.9932115071196084,98.75,0.08,0.0,4104500,1418,40,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_115G1.shrink.sort.bam,P3,P3
#58,#72,#58D72,#72D57,L3_058_072G1,L3_072_057G1,7.0,7.280109889280518,#58D72-vs-#72D57,#72D57-vs-#58D72,#58-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.999998429861768,0.86199365773706,0.9995716662903568,0.9937796544776476,99.98,0.0,0.0,3184433,1364,5,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_057G1.shrink.sort.bam,P3,P3
#58,#72,#58D72,#72D63,L3_058_072G1,L3_072_063G1,8.0,9.433981132056603,#58D72-vs-#72D63,#72D63-vs-#58D72,#58-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999990625752868,0.8662770537576486,0.9996090938946466,0.9938097076644928,99.98,0.0,0.0,3200257,1251,3,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_063G1.shrink.sort.bam,P3,P3
#58,#72,#58D72,#72D123,L3_058_072G1,L3_072_123G1,8.0,8.94427190999916,#58D72-vs-#72D123,#72D123-vs-#58D72,#58-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,1.0,0.6349409151752784,0.9998631503555532,0.7457811866080553,99.98,0.0,0.0,2345640,321,0,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_123G1.shrink.sort.bam,P3,P3
#58,#72,#58D72,#72D243,L3_058_072G1,L3_072_243G1,8.0,8.54400374531753,#58D72-vs-#72D243,#72D243-vs-#58D72,#58-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.999999331543206,0.80989479639387,0.9998168428384548,0.9434104321045128,99.98,0.0,0.0,2991966,548,2,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_243G1.shrink.sort.bam,P3,P3
#58,#72,#58D72,#72D362,L3_058_072G1,L3_072_362G1,8.0,8.246211251235321,#58D72-vs-#72D362,#72D362-vs-#58D72,#58-vs-#72,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999924546220972,0.955123000243108,0.9998500984923328,0.964802439447048,98.75,0.08,0.0,3975944,596,30,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_058_072G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_362G1.shrink.sort.bam,P3,P3
#58,#63,#58D144,#63D9,L3_058_144G1,L3_063_009G1,2.0,2.23606797749979,#58D144-vs-#63D9,#63D9-vs-#58D144,#58-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.9999988271381468,0.8612386286423866,0.9993209129869428,0.9941894598688296,99.36,0.0,0.0,2557846,1737,3,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_058_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#58,#63,#58D144,#63D9,L3_058_144G1,L3_063_009G1,2.0,2.23606797749979,#58D144-vs-#63D9,#63D9-vs-#58D144,#58-vs-#63,No,Erysipelatoclostridium_ramosum_dasL1_008_364G1_concoct_17.fa,0.9999996657971824,0.905435374979234,0.9994605966522904,0.9952942904471608,100.0,0.0,0.0,2992195,1614,1,dasL1_008_364G1_concoct_17.fa,Firmicutes,Erysipelatoclostridium,Erysipelatoclostridium ramosum,NIHL.delta.fasta-vs-L3_058_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#58,#63,#58D256,#63D9,L3_058_256G1,L3_063_009G1,2.0,2.0,#58D256-vs-#63D9,#63D9-vs-#58D256,#58-vs-#63,No,Enterobacter_himalayensis_dasL3_128_009G1_concoct_7.fa,0.9999996104320076,0.7026668506176044,0.9978180296741732,0.7201307817080291,91.65,0.25,33.33,2566946,5601,1,dasL3_128_009G1_concoct_7.fa,Proteobacteria,Enterobacter,Enterobacter himalayensis,NIHL.delta.fasta-vs-L3_058_256G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#58,#63,#58D256,#63D9,L3_058_256G1,L3_063_009G1,2.0,2.0,#58D256-vs-#63D9,#63D9-vs-#58D256,#58-vs-#63,No,Flavonifractor_dasL3_058_000G1_concoct_79_sub.fa,0.999993302274272,0.7107223470925256,0.9990422252208772,0.7523249470494561,97.15,0.22,100.0,2538175,2431,17,dasL3_058_000G1_concoct_79_sub.fa,Firmicutes,Flavonifractor,UNK Flavonifractor species,NIHL.delta.fasta-vs-L3_058_256G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#58,#63,#58D256,#63D9,L3_058_256G1,L3_063_009G1,2.0,2.0,#58D256-vs-#63D9,#63D9-vs-#58D256,#58-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.9999964750366008,0.8596803595466878,0.9994038895229472,0.9941207645501366,99.36,0.0,0.0,2553218,1522,9,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_058_256G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#58,#63,#58D256,#63D9,L3_058_256G1,L3_063_009G1,2.0,2.0,#58D256-vs-#63D9,#63D9-vs-#58D256,#58-vs-#63,No,Erysipelatoclostridium_ramosum_dasL1_008_364G1_concoct_17.fa,1.0,0.9074282923457871,0.999173997701066,0.9860455519936796,100.0,0.0,0.0,2998781,2477,0,dasL1_008_364G1_concoct_17.fa,Firmicutes,Erysipelatoclostridium,Erysipelatoclostridium ramosum,NIHL.delta.fasta-vs-L3_058_256G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#58,#63,#58D256,#63D9,L3_058_256G1,L3_063_009G1,2.0,2.0,#58D256-vs-#63D9,#63D9-vs-#58D256,#58-vs-#63,No,Bacteroides_vulgatus_dasL3_060_000G1_concoct_52.fa,0.999999585048036,0.999767680884804,0.996899271448089,0.9997999602623356,99.25,0.0,0.0,4819835,14945,2,dasL3_060_000G1_concoct_52.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_058_256G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D13,#63D9,L3_060_013G1,L3_063_009G1,1.0,4.123105625617661,#60D13-vs-#63D9,#63D9-vs-#60D13,#60-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.9999988277243198,0.8616692738829655,0.9993837737507936,0.99436137604716,99.36,0.0,0.0,2559125,1577,3,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_060_013G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D13,#63D9,L3_060_013G1,L3_063_009G1,1.0,4.123105625617661,#60D13-vs-#63D9,#63D9-vs-#60D13,#60-vs-#63,No,Clostridium_perfringens_dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,0.9999991760507618,0.7508768304551104,0.9993923374368752,0.8540944723494259,100.0,0.0,0.0,2427334,1475,2,dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,Firmicutes,Clostridium,Clostridium perfringens,NIHL.delta.fasta-vs-L3_060_013G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D19,#63D9,L3_060_019G1,L3_063_009G1,1.0,3.1622776601683795,#60D19-vs-#63D9,#63D9-vs-#60D19,#60-vs-#63,No,Klebsiella_oxytoca_dasL3_128_029G1_maxbin2.maxbin.002.fasta.fa,0.9999982210552344,0.5770426475773707,0.996521570001773,0.6329144161324974,99.96,0.22,0.0,3372786,11732,6,dasL3_128_029G1_maxbin2.maxbin.002.fasta.fa,Proteobacteria,Klebsiella,Klebsiella oxytoca,NIHL.delta.fasta-vs-L3_060_019G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D19,#63D9,L3_060_019G1,L3_063_009G1,1.0,3.1622776601683795,#60D19-vs-#63D9,#63D9-vs-#60D19,#60-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.9999988281748942,0.8620005912533562,0.9993664332260852,0.99241022783742,99.36,0.0,0.0,2560109,1622,3,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_060_019G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D19,#63D9,L3_060_019G1,L3_063_009G1,1.0,3.1622776601683795,#60D19-vs-#63D9,#63D9-vs-#60D19,#60-vs-#63,No,Clostridium_perfringens_dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,0.999998764004855,0.7508335225476434,0.9993980703643796,0.8658435689042807,100.0,0.0,0.0,2427194,1461,3,dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,Firmicutes,Clostridium,Clostridium perfringens,NIHL.delta.fasta-vs-L3_060_019G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D19,#63D9,L3_060_019G1,L3_063_009G1,1.0,3.1622776601683795,#60D19-vs-#63D9,#63D9-vs-#60D19,#60-vs-#63,No,Klebsiella_pneumoniae_dasL3_114_016G1_concoct_0.fa,0.9999965710991664,0.983812464616555,0.998236133071204,0.9981973429034297,100.0,0.33,0.0,4957857,8745,17,dasL3_114_016G1_concoct_0.fa,Proteobacteria,Klebsiella,Klebsiella pneumoniae,NIHL.delta.fasta-vs-L3_060_019G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D22,#63D9,L3_060_022G1,L3_063_009G1,1.0,2.23606797749979,#60D22-vs-#63D9,#63D9-vs-#60D22,#60-vs-#63,No,Klebsiella_oxytoca_dasL3_128_029G1_maxbin2.maxbin.002.fasta.fa,0.9999988142199924,0.5771317843383118,0.9971123292365622,0.6343819820880223,99.96,0.22,0.0,3373307,9741,4,dasL3_128_029G1_maxbin2.maxbin.002.fasta.fa,Proteobacteria,Klebsiella,Klebsiella oxytoca,NIHL.delta.fasta-vs-L3_060_022G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D22,#63D9,L3_060_022G1,L3_063_009G1,1.0,2.23606797749979,#60D22-vs-#63D9,#63D9-vs-#60D22,#60-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.9999988280558736,0.8619130480457325,0.9993800415571388,0.9934094353173794,99.36,0.0,0.0,2559849,1587,3,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_060_022G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D22,#63D9,L3_060_022G1,L3_063_009G1,1.0,2.23606797749979,#60D22-vs-#63D9,#63D9-vs-#60D22,#60-vs-#63,No,Clostridium_perfringens_dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,0.9999991760317524,0.7508595072921236,0.9994083907982522,0.8640779578966747,100.0,0.0,0.0,2427278,1436,2,dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,Firmicutes,Clostridium,Clostridium perfringens,NIHL.delta.fasta-vs-L3_060_022G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D22,#63D9,L3_060_022G1,L3_063_009G1,1.0,2.23606797749979,#60D22-vs-#63D9,#63D9-vs-#60D22,#60-vs-#63,No,Klebsiella_pneumoniae_dasL3_114_016G1_concoct_0.fa,0.9999977814847152,0.9838946167158092,0.9991888301385704,0.9972440601321064,100.0,0.33,0.0,4958271,4022,11,dasL3_114_016G1_concoct_0.fa,Proteobacteria,Klebsiella,Klebsiella pneumoniae,NIHL.delta.fasta-vs-L3_060_022G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D31,#63D9,L3_060_031G1,L3_063_009G1,1.0,1.4142135623730951,#60D31-vs-#63D9,#63D9-vs-#60D31,#60-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.9999988281575004,0.8619877964768573,0.9993507992551768,0.9924433550172662,99.36,0.0,0.0,2560071,1662,3,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_060_031G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D31,#63D9,L3_060_031G1,L3_063_009G1,1.0,1.4142135623730951,#60D31-vs-#63D9,#63D9-vs-#60D31,#60-vs-#63,No,Serratia_marcescens_dasL2_039_061G1_maxbin2.maxbin.011.fasta_sub.fa,1.0,0.6300729983328696,0.9991579157006508,0.9167869575485272,99.97,0.17,50.0,3233643,2723,0,dasL2_039_061G1_maxbin2.maxbin.011.fasta_sub.fa,Proteobacteria,Serratia,Serratia marcescens,NIHL.delta.fasta-vs-L3_060_031G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D31,#63D9,L3_060_031G1,L3_063_009G1,1.0,1.4142135623730951,#60D31-vs-#63D9,#63D9-vs-#60D31,#60-vs-#63,No,Clostridium_perfringens_dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,0.9999979230731209,0.7447113311427781,0.9993449372622698,0.915779130390029,100.0,0.0,0.0,2407403,1577,5,dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,Firmicutes,Clostridium,Clostridium perfringens,NIHL.delta.fasta-vs-L3_060_031G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D31,#63D9,L3_060_031G1,L3_063_009G1,1.0,1.4142135623730951,#60D31-vs-#63D9,#63D9-vs-#60D31,#60-vs-#63,No,Klebsiella_pneumoniae_dasL3_114_016G1_concoct_0.fa,0.999997981425481,0.9830453148201396,0.9993348796959866,0.9986075843695352,100.0,0.33,0.0,4953991,3295,10,dasL3_114_016G1_concoct_0.fa,Proteobacteria,Klebsiella,Klebsiella pneumoniae,NIHL.delta.fasta-vs-L3_060_031G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D38,#63D9,L3_060_038G1,L3_063_009G1,1.0,1.0,#60D38-vs-#63D9,#63D9-vs-#60D38,#60-vs-#63,No,Klebsiella_oxytoca_dasL3_128_029G1_maxbin2.maxbin.002.fasta.fa,0.9999994042794776,0.5743895885525815,0.9983379397422736,0.6947715647198427,99.96,0.22,0.0,3357279,5580,2,dasL3_128_029G1_maxbin2.maxbin.002.fasta.fa,Proteobacteria,Klebsiella,Klebsiella oxytoca,NIHL.delta.fasta-vs-L3_060_038G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D38,#63D9,L3_060_038G1,L3_063_009G1,1.0,1.0,#60D38-vs-#63D9,#63D9-vs-#60D38,#60-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.9999992185259368,0.861716749237869,0.999211492670164,0.9941401898441206,99.36,0.0,0.0,2559266,2018,2,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_060_038G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D38,#63D9,L3_060_038G1,L3_063_009G1,1.0,1.0,#60D38-vs-#63D9,#63D9-vs-#60D38,#60-vs-#63,No,Serratia_marcescens_dasL2_039_061G1_maxbin2.maxbin.011.fasta_sub.fa,0.9999991479664232,0.6860619636286547,0.9993490463472184,0.9585999322178208,99.97,0.17,50.0,3520988,2292,3,dasL2_039_061G1_maxbin2.maxbin.011.fasta_sub.fa,Proteobacteria,Serratia,Serratia marcescens,NIHL.delta.fasta-vs-L3_060_038G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D38,#63D9,L3_060_038G1,L3_063_009G1,1.0,1.0,#60D38-vs-#63D9,#63D9-vs-#60D38,#60-vs-#63,No,Clostridium_perfringens_dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,0.999999174473056,0.7494417920069688,0.9992970638070412,0.9021685277635138,100.0,0.0,0.0,2422695,1703,2,dasL3_058_072G1_maxbin2.maxbin.016.fasta.fa,Firmicutes,Clostridium,Clostridium perfringens,NIHL.delta.fasta-vs-L3_060_038G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D38,#63D9,L3_060_038G1,L3_063_009G1,1.0,1.0,#60D38-vs-#63D9,#63D9-vs-#60D38,#60-vs-#63,No,Klebsiella_pneumoniae_dasL3_114_016G1_concoct_0.fa,0.9999989914889738,0.9838019475603704,0.999479003203838,0.9995139310166176,100.0,0.33,0.0,4957804,2583,5,dasL3_114_016G1_concoct_0.fa,Proteobacteria,Klebsiella,Klebsiella pneumoniae,NIHL.delta.fasta-vs-L3_060_038G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D38,#63D9,L3_060_038G1,L3_063_009G1,1.0,1.0,#60D38-vs-#63D9,#63D9-vs-#60D38,#60-vs-#63,No,Clostridium_butyricum_dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,0.9999997340760058,0.8195774607060948,0.999318702727024,0.9655366825898514,100.0,0.0,0.0,3760473,2562,1,dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,Firmicutes,Clostridium,Clostridium butyricum,NIHL.delta.fasta-vs-L3_060_038G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D38,#63D9,L3_060_038G1,L3_063_009G1,1.0,1.0,#60D38-vs-#63D9,#63D9-vs-#60D38,#60-vs-#63,No,Bacteroides_vulgatus_dasL3_060_000G1_concoct_52.fa,1.0,0.5443564604938234,0.9967713516425982,0.5767988970651912,99.25,0.0,0.0,2624318,8473,0,dasL3_060_000G1_concoct_52.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_060_038G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D38,#63D52,L3_060_038G1,L3_063_052G1,2.0,3.605551275463989,#60D38-vs-#63D52,#63D52-vs-#60D38,#60-vs-#63,No,Clostridium_butyricum_dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,0.999994334352034,0.8462927611426175,0.999052806671867,0.9817461393234376,100.0,0.0,0.0,3883051,3678,22,dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,Firmicutes,Clostridium,Clostridium butyricum,NIHL.delta.fasta-vs-L3_060_038G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,P3,P3
